window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651375098,1777651375871,Up,0.976,-0.035,0.108,-24.305,13.863,-24.092
1777651375098,1777651375882,Up,0.936,-0.058,0.114,-20.55,14.183,-17.863
1777651375098,1777651375889,Up,0.908,-0.074,0.121,-15.695,13.328,-9.863
1777651375098,1777651375898,Up,0.9,-0.077,0.118,-8.397,12.397,-0.87
1777651375098,1777651375907,Up,0.903,-0.046,0.088,-1.466,10.427,8.183
1777651375098,1777651375914,Up,0.903,-0.022,0.096,3.664,8.534,16.153
1777651375098,1777651375942,Up,0.985,0.062,0.087,9.328,9.939,25.359
1777651375098,1777651375955,Up,1.04,0.166,0.041,4.122,12.275,18.702
1777651375098,1777651375971,Up,1.032,0.192,0.026,-2.443,11.74,12.137
1777651375098,1777651375980,Up,1.039,0.169,0.021,-7.374,10.534,4.489
1777651375098,1777651375989,Up,1.017,0.122,0.038,-12.244,9.115,-2.046
1777651375098,1777651376001,Up,1.022,0.074,0.068,-16.046,10.061,-5.221
1777651375098,1777651376013,Up,1.035,0.045,0.09,-18.122,11.847,-5.817
1777651375098,1777651376031,Up,1.019,0.006,0.112,-15.313,12.824,-9.344
1777651375098,1777651376048,Up,0.967,-0.024,0.099,-11.267,13.74,-2.947
1777651375098,1777651376062,Up,0.963,-0.03,0.103,-10.031,14.718,2.962
1777651375098,1777651376071,Up,0.955,-0.048,0.097,-7.511,14.947,6.901
1777651375098,1777651376080,Up,0.965,-0.021,0.095,-5.13,14.229,8.092
1777651375098,1777651376101,Up,0.962,0.027,0.076,-4.489,14.595,6.336
1777651375098,1777651376122,Up,0.993,0.076,0.052,-7.038,15.038,2.611
1777651375098,1777651376136,Up,0.975,0.09,0.032,-10.718,15.206,0.214
1777651375098,1777651376153,Up,0.96,0.075,0.046,-11.908,14.229,-0.901
1777651375098,1777651376172,Up,0.955,0.019,0.107,-14.244,15.008,1.298
1777651375098,1777651376181,Up,0.94,-0.006,0.122,-13.603,16.183,2.58
1777651375098,1777651376193,Up,0.962,-0.024,0.132,-14.504,17.634,5.023
1777651375098,1777651376208,Up,1.023,-0.067,0.182,-10.794,22.168,-1.832
1777651375098,1777651376223,Up,1.061,-0.041,0.189,-10.656,24.489,-11.847
1777651375098,1777651376243,Up,1.004,-0.03,0.157,-11.725,24.809,-30.107
1777651375098,1777651376262,Up,0.903,-0.111,0.183,-7.664,24.214,-23.145
1777651375098,1777651376268,Up,0.865,-0.136,0.193,-3.038,21.817,-13.893
1777651375098,1777651376282,Up,0.836,-0.14,0.185,2.061,19.344,-2.656
1777651375098,1777651376292,Up,0.851,-0.116,0.186,5.618,16.504,7.084
1777651375098,1777651376300,Up,0.915,-0.101,0.21,9.802,13.924,12.931
1777651389941,1777651389958,Up,1.036,0.168,-0.114,0.672,-0.183,-7.802
